iteration,train_rmse,val_rmse
1,1.6602098781497572,1.6550317392255895
2,1.646806999987368,1.6442728609736998
3,1.6334859572475822,1.6329599377344672
4,1.6205335546691022,1.623028719814324
5,1.6076621379820553,1.6132343144702805
6,1.5956380603103966,1.6038126456575168
7,1.5841138698178663,1.5951102898078728
8,1.57290227686108,1.5862684951018118
9,1.5617823548460865,1.5768314926750533
10,1.5507237940081051,1.5678781666552484
11,1.5403570389879253,1.5600134259090694
12,1.530278955097047,1.552213569691242
13,1.5201706698725495,1.5443050179131261
14,1.5107421467167463,1.5375409524491854
15,1.5015816554419807,1.5302971138490018
16,1.492457028671056,1.523526380102574
17,1.4831342244594636,1.5162105970144275
18,1.4742280155540992,1.5097970568287997
19,1.4654970085554342,1.5034341445167134
20,1.4566589456549983,1.4969687894531365
21,1.4484013818467465,1.4912826638928256
22,1.4403987252204529,1.4857485504778742
23,1.4321686423750244,1.4798153837036256
24,1.4241216381596686,1.4733032188995472
25,1.4161466161905232,1.4672310764156855
26,1.4083402639656206,1.4619684184104955
27,1.400765751350453,1.4561137233615948
28,1.393358501928943,1.4510079011674097
29,1.3861771570419088,1.4455977238329814
30,1.3790375643169803,1.4401068619652493
31,1.3719855283067732,1.4351554192554419
32,1.3652172091671821,1.4305104129950512
33,1.3585412746560055,1.4260870477689462
34,1.35204987720862,1.4218983093680784
35,1.3451900099491452,1.4173490254687018
36,1.3385719108970222,1.4126316494617102
37,1.3324511066572118,1.4087422868424857
38,1.3262410299374374,1.4047339211089116
39,1.3200633601083978,1.4008947285281115
40,1.3139270045072318,1.3970407618584626
41,1.3081075834234939,1.3928465861036863
42,1.3024197314365595,1.3894386551535824
43,1.2965639318776947,1.3857848305483413
44,1.2909209888030961,1.3826175952385662
45,1.2852253291152036,1.37939343499537
46,1.2799210302202797,1.3759596837190213
47,1.274262136022172,1.372344496404224
48,1.2688721314592317,1.3689102870836827
49,1.2634387955965212,1.3656303734936597
50,1.2583464128339594,1.3621370140250195
51,1.253093888692106,1.3590392835365155
52,1.2481973571254066,1.3561663059982243
53,1.2431531465646863,1.3531771912350625
54,1.238290942943275,1.3504557970911681
55,1.2334892972252172,1.3475272249669599
56,1.2287502878377272,1.3451281075005261
57,1.2238757000595066,1.341922276658526
58,1.2191887848464835,1.3388761574316201
59,1.2141816282262528,1.335714635250954
60,1.2096047525223723,1.3326928679542556
61,1.2051613627364859,1.3299220509836842
62,1.2007662562848123,1.3271173773610125
63,1.1964240604859882,1.3243916895487011
64,1.1920242736460274,1.3219326374455496
65,1.1877110719038508,1.3198378248650116
66,1.1836749776352569,1.3176421034877006
67,1.1796951180162891,1.3149225296470588
68,1.1755477266343912,1.3120561665476747
69,1.171334597312813,1.309715210154815
70,1.1671488488427697,1.3072713003553054
71,1.1630911134490898,1.3053840412724933
72,1.158837725938734,1.30320519865194
73,1.1547376522530752,1.3003931302873002
74,1.1509825229336386,1.298784577497243
75,1.146906060998628,1.2961097981134169
76,1.1430314363723812,1.294188293248658
77,1.1391369262133897,1.2920878611047317
78,1.1352376004355327,1.2899689023271623
79,1.1311190829107651,1.2874647816462559
80,1.1272364584924912,1.2848897750600434
81,1.123697341838088,1.2835924833464378
82,1.1200236193234314,1.2813457037845641
83,1.1163439923856913,1.279091373216584
84,1.1127157936405867,1.2769620269335797
85,1.1093627861033815,1.2755474327518213
86,1.1058327634126353,1.2733563405716937
87,1.1022327416806554,1.2716690116503786
88,1.0989367191357537,1.2700366207048204
89,1.0955443625659635,1.2682471693663837
90,1.0922069552658351,1.2665503610823776
91,1.088976962125734,1.2648713085830823
92,1.0858557346650706,1.2635486772444438
93,1.0826070329219641,1.2619511802264352
94,1.079366952266732,1.2604050636957502
95,1.0761813491089398,1.258689669402175
96,1.0729203086784327,1.2571027233085696
97,1.0696317553059913,1.2552208337761483
98,1.066483425908792,1.2532977705951498
99,1.0632461536047995,1.251538039888193
100,1.0600492914750823,1.2496787488979249
101,1.056770646965832,1.2478903144083922
102,1.0539404146371611,1.246779490911327
103,1.051060444397656,1.2455256158310404
104,1.048073264445849,1.2441855530708443
105,1.0449591742606057,1.2425606964545948
106,1.0419854020883468,1.2407423584520805
107,1.0387130464924466,1.2390256930714227
108,1.0358260048122032,1.2376223439815293
109,1.0327978448595594,1.2360324559158353
110,1.0299423346474463,1.2346306705120897
111,1.0272490081891492,1.2335678614036207
112,1.024489868717599,1.232486869690352
113,1.0214822750499386,1.2308545391081749
114,1.0186819877133866,1.2297815372211895
115,1.016011558981665,1.2287646545400648
116,1.0133210073881707,1.2275041585310698
117,1.0106101259500861,1.2261095577725196
118,1.007927283065979,1.2249617375873425
119,1.0052372261165115,1.2237647880931555
120,1.0026652634173505,1.2226993346703556
121,0.9999499287703443,1.2214664867456557
122,0.9973768956539384,1.2205338686911342
123,0.9948514609294977,1.2193057311166655
124,0.9923952687989541,1.2182722990855273
125,0.9899011802497744,1.2171522300437079
126,0.9875216675770392,1.216061602800034
127,0.9850256005253819,1.2149688128478007
128,0.982381208241232,1.213697446047546
129,0.9798163504885621,1.2124521479845263
130,0.9773955586007592,1.2115604741695025
131,0.9751662219579682,1.210551790774056
132,0.9726464439679662,1.2094366042679607
133,0.9702485270533331,1.208136188568768
134,0.968078237629805,1.207256619602776
135,0.9657736044616616,1.2060326888974453
136,0.9635489991286391,1.205053056486917
137,0.9612367959161885,1.204065847724029
138,0.9589799649534444,1.2032326954595824
139,0.9567390729884455,1.2022686864992038
140,0.9543441951069058,1.201230665301544
141,0.9521149357986436,1.2001777900121378
142,0.9498751458650221,1.1994766631382359
143,0.9476711961423856,1.1983426522083256
144,0.9455602317060168,1.1975254836682225
145,0.9434393231690255,1.196626418192622
146,0.9412771407542919,1.1959073402057674
147,0.9394636303383954,1.1953256022305014
148,0.9372108836893327,1.19420629809894
149,0.9351363708019524,1.1934636456916836
150,0.9331599360245193,1.1924257044960982
151,0.9310958206870874,1.1913583193297441
152,0.9290001923426606,1.1904851622839288
153,0.927030778442748,1.1899129998732698
154,0.9250198197929628,1.1890809956125
155,0.9229583549053824,1.1882017173809003
156,0.9210613541423254,1.187316274406953
157,0.9190720157691284,1.1864212880516052
158,0.9169633730764877,1.1855674200427362
159,0.9149630857948374,1.1849003515643313
160,0.9129767410439377,1.1841439351781387
161,0.9109067009437544,1.1834480788626223
162,0.9092486017017632,1.1832087435462397
163,0.9075388605294346,1.1824496634792565
164,0.905648462570136,1.1816153146021215
165,0.9035857378512553,1.180710015686889
166,0.90168563767107,1.1798494827884036
167,0.899796423276115,1.1791454537753803
168,0.8979633748401864,1.178498562543886
169,0.8961205784934898,1.1776826450915392
170,0.894270746412533,1.176863640339796
171,0.8923882029818803,1.1762075613666632
172,0.8904155802080101,1.1752865555986263
173,0.8887429340624163,1.1746338164032353
174,0.8870518378729323,1.174078886814371
175,0.8853331274933244,1.1735172928297932
176,0.8835476876664418,1.1727773532900778
177,0.8819073355115088,1.1720689662285757
178,0.8802295151728912,1.1713899821225906
179,0.8783414649699697,1.1705071213988612
180,0.8765716123239998,1.1698061939959536
181,0.8748442819208402,1.1691915630400045
182,0.873108825352325,1.1686680260989524
183,0.8714599437971051,1.1679957701156418
184,0.8696400651889667,1.167328405052067
185,0.8680771030860553,1.166925262334989
186,0.8664897345189216,1.1662387032989736
187,0.8648273006080401,1.165562965148778
188,0.8631158926054263,1.165036779185834
189,0.8615973755901172,1.1644702210379312
190,0.8599286899465194,1.1639604571774438
191,0.858266289469135,1.163167305643833
192,0.8567310358523549,1.1626548596151858
193,0.8551174543423219,1.1620405310723578
194,0.8537008973460345,1.1617165697069218
195,0.8521134495997721,1.1610736220749698
196,0.8503616942233141,1.160513558282576
197,0.8488692613794152,1.160028179511744
198,0.8472447696878023,1.1593893638583086
199,0.8458726954485396,1.158966083702542
200,0.8443923826547419,1.158655175604416
201,0.8428616329693575,1.1581183305233498
202,0.8414545487768679,1.1576161136021432
203,0.839952257724081,1.1572872303230326
204,0.8384718566808314,1.1567583767891099
205,0.8370661569790817,1.1563803993209405
206,0.8356305073158816,1.1558315530059018
207,0.8339258971409266,1.155302340906072
208,0.8324538099393733,1.1549365641234806
209,0.8310921453899197,1.1544027253535951
210,0.8295261959449239,1.154006868755406
211,0.8280767253192984,1.1535136447378762
212,0.8266288468579049,1.1529077371785437
213,0.825122418987326,1.152491497949397
214,0.8235867758975962,1.1520392280853895
215,0.8222678349546501,1.1515081877600957
216,0.8209766209316692,1.1512591978322417
217,0.819699627057574,1.1510187632901359
218,0.8183331782049138,1.1505562468366717
219,0.8168610615401902,1.1502178886474925
220,0.8152847787991424,1.1496809993935724
221,0.8139021382749865,1.149325185457285
222,0.8124963452020979,1.1490979449161207
223,0.8112217294809839,1.1488631745112032
224,0.809804096182572,1.148299810487536
225,0.8084713019128491,1.1479046378055378
226,0.807035481223605,1.1472705235976448
227,0.8057833379153572,1.1467401178856647
228,0.8044972606588159,1.1464144778612575
229,0.8030116928797454,1.1459504183034226
230,0.801732489442586,1.14555621831277
231,0.8003447681567392,1.1449700312007052
232,0.7989995634328889,1.144610571291653
233,0.7976759437803024,1.1441520013397628
234,0.7965478768349981,1.1439339427992756
235,0.7953317274070151,1.1438593610500034
236,0.7938406254568627,1.1434949002240973
237,0.7925461481333215,1.1430904539657696
238,0.7912826327984068,1.1427774926772218
239,0.7901275160692707,1.1426450246973054
240,0.7888220300281049,1.1423598219642788
241,0.7875481509172534,1.1419648285438406
242,0.7863720291395024,1.1415366163885228
243,0.7852153816030336,1.1412771026390096
244,0.7838951391285253,1.1408060357012593
245,0.7827264518413175,1.1404249212869495
246,0.7814718608838922,1.1401104847221761
247,0.7802801428300434,1.1397072722482353
248,0.7791584993184337,1.1395845806830986
249,0.7780850644572715,1.1391804754307329
250,0.7768763009861736,1.1388640267802261
251,0.7756481585963162,1.1385142732881484
252,0.7742309582213639,1.1380426552393534
253,0.7731311535102028,1.137503452632563
254,0.7719934218454864,1.1372095970540577
255,0.7706973073654696,1.136903067962292
256,0.7695939741905913,1.1365953979213985
257,0.7683138199454776,1.1362292087549708
258,0.7672179705240735,1.1358927160888759
259,0.7659807548353823,1.1356574108672408
260,0.764812751141113,1.1354703486904238
261,0.7636062240470949,1.1351669488655651
262,0.762527119719979,1.1350264458782333
263,0.7613121443836266,1.1348366327594774
264,0.7601687801868761,1.1346243525455906
265,0.7589099827084088,1.1342951911471917
266,0.7578582627516576,1.1339771618519146
267,0.7567519654688107,1.1337147796296492
268,0.7556043009954444,1.1334667051395493
269,0.7545683874437689,1.1331062134787016
270,0.7535635054892956,1.1327367383362852
271,0.7524035552870452,1.132369772741473
272,0.7512475581804308,1.1320865071404127
273,0.750078976275054,1.131851976818049
274,0.7488915134325947,1.1315447864738728
275,0.7474637790798794,1.1310621937398748
276,0.7463634053964981,1.1307800114572695
277,0.7452758300354391,1.1303811582559804
278,0.7439763790621835,1.1300622611877809
279,0.7428822360823231,1.129925690205065
280,0.7418294069141441,1.1297319493596574
281,0.7405154231065905,1.1293839718396903
282,0.739347577992642,1.1291564027798098
283,0.7382727945799824,1.1289893785245704
284,0.7373047180779819,1.1286483810130492
285,0.7362721270633348,1.1283799279567426
286,0.7350959352425117,1.1280724743304695
287,0.7341253578972469,1.1277307971476114
288,0.7330420887639618,1.1274758803739735
289,0.7320307413583147,1.1272438146696553
290,0.7309681737832904,1.127060912504228
291,0.7299907648877044,1.1268197948404832
292,0.7289553656599969,1.1265232378915158
293,0.7280064105125469,1.1261939064669675
294,0.7268002236601002,1.1258946629777986
295,0.7257183616414933,1.125641005061585
296,0.7246515170016931,1.1254732556727995
297,0.7234878804987388,1.125162698146707
298,0.7225816229845021,1.1248372956736965
299,0.7213765645774461,1.1243038984803548
300,0.7202944227224717,1.1240248883311654
301,0.7193242604745212,1.1238337749678666
302,0.7182982476149941,1.1236490586899186
303,0.7171790320078902,1.1234449590570077
304,0.7161582872657201,1.1232916592075923
305,0.714875725016959,1.1228550289686516
306,0.7139606792799067,1.1226726025982023
307,0.712909158977985,1.1224866293897084
308,0.7119945560724946,1.1224511778743058
309,0.7109698397989942,1.1222948227688458
310,0.7097752091294358,1.1220903586751874
311,0.7087989851710228,1.1220859830135557
312,0.7076174046633632,1.1217959421339758
313,0.7065017012723349,1.121482385205619
314,0.7055395441099287,1.1212525179577062
315,0.7045940186575796,1.1209506383337735
316,0.7035640597680516,1.1206774203366492
317,0.7026806928613514,1.1204383381016014
318,0.7017430074910729,1.1202391664954434
319,0.7007482602657236,1.1198351991146926
320,0.6998774036403429,1.1195856109848894
321,0.6988872432917084,1.1194402874733722
322,0.6977538322714808,1.1192125949586194
323,0.6965565055717134,1.1188161276166966
324,0.6957180654119332,1.1186409693723087
325,0.6947322226539279,1.1185268923156197
326,0.6936480465557633,1.1183165784921845
327,0.6927024985203946,1.1181015865739055
328,0.6918112681492751,1.1179793145079284
329,0.6909204033147955,1.1176906444797394
330,0.6900149608291912,1.1174760937463049
331,0.6889622109190627,1.1172659422531555
332,0.6881120620101677,1.1170683443757303
333,0.687105469509146,1.116646053750923
334,0.6860740044106197,1.1166313900181741
335,0.6852499210282951,1.1165588512896623
336,0.6842895146748195,1.1162838626185974
337,0.6831300596075006,1.116076408659683
338,0.682206724869728,1.1159341980281752
339,0.681323191605427,1.1157699032588262
340,0.6803091708278091,1.1155459658065479
341,0.6793935237988605,1.115544630054389
342,0.6782758827402564,1.115199724074463
343,0.6773789905112859,1.114936020325142
344,0.6762202516152409,1.1147731577439888
345,0.6752807625945109,1.114613366213594
346,0.6745185899810671,1.1144305373226615
347,0.6736985996566269,1.1141212474752418
348,0.6726218426015598,1.113952284911162
349,0.6717660083937746,1.1136916894462623
350,0.6709176190302694,1.113610440252549
351,0.6699372096271661,1.1134383407434953
352,0.6691069797656882,1.1131566593292526
353,0.6681701627995534,1.11290129135512
354,0.6672292980698693,1.1129149761580313
355,0.6664544208011299,1.112746176736531
356,0.6655069969294188,1.1125679534784483
357,0.6645585118265688,1.112262839267173
358,0.6638448618131715,1.1121301049285857
359,0.6629311255965571,1.1119760220024366
360,0.6618515638368636,1.1117412524928074
361,0.6608212005414245,1.1114736676335575
362,0.6598437088138337,1.111259678578761
363,0.6589343824989529,1.1110974255037585
364,0.6579825313622198,1.1109472440609656
365,0.6570297313896862,1.1107655180677893
366,0.6558661877980047,1.1106168326615984
367,0.6549096640385227,1.1103284985598256
368,0.65407315779292,1.11012882762909
369,0.6531623350193752,1.1098686435439828
370,0.6522049807777486,1.1097309843680923
371,0.6514134990754801,1.1096619877118985
372,0.6505640993349315,1.1095905426503188
373,0.6495944618890255,1.1093591024975928
374,0.6487091136109955,1.1091111912248774
375,0.6478248226483018,1.108981407489852
376,0.6469224944376165,1.1086923397397321
377,0.6461290989852179,1.1086516027275577
378,0.6453469394447174,1.108500075016125
379,0.6445086064342825,1.108461766948979
380,0.6436166685825458,1.10838403968643
381,0.6427709836522315,1.1082066548003497
382,0.6419113250288919,1.107923253157831
383,0.6409286388605705,1.1076731364245147
384,0.6400806893553407,1.1074712052591686
385,0.6392336753268871,1.1073534692248925
386,0.638402660939638,1.1071841495921777
387,0.6376262355209947,1.1071106888573292
388,0.6367639637308378,1.1068936182473954
389,0.6358074230681525,1.1065895688347918
390,0.6349308294516005,1.106459079938516
391,0.6341547488024657,1.1062932732045856
392,0.6333796967217922,1.106215211165239
393,0.6326239311348208,1.1060282371883192
394,0.6317123793513714,1.1057737816219957
395,0.630941796155674,1.105495350276755
396,0.6300138904593426,1.1053151104480845
397,0.6290784939836351,1.1051060879440258
398,0.6281270090450403,1.1047535609731673
399,0.6273648399301578,1.1046107771991185
400,0.6265167691054182,1.1045953400622897
401,0.6256249628189131,1.1044004087828685
402,0.6248266687090677,1.1042139241494338
403,0.6240277511592088,1.1040524424288716
404,0.62321944841641,1.1039535832620984
405,0.6224794139586974,1.103734073832362
406,0.6215005642869645,1.1034767970644352
407,0.6206639425842497,1.1032798448975485
408,0.6199379902566349,1.1031536296522937
409,0.6190506187727721,1.1029893033569844
410,0.618142523380318,1.1028163575717485
411,0.6172705589322574,1.10256267330832
412,0.6164476005135507,1.1024466873096492
413,0.6155306444485343,1.10231852635875
414,0.6147564349761653,1.102179536321546
415,0.6140189793762472,1.102062636009414
416,0.6132384046083169,1.1019432335745243
417,0.61260958115075,1.1018149502715744
418,0.6118260148502521,1.101602616211784
419,0.6111416486860335,1.1015570174729932
420,0.6102638296156091,1.1014177696719207
421,0.6094224664603125,1.1013148314021677
422,0.608611016745153,1.1012769847675912
423,0.607870739502805,1.1011872579484574
424,0.6071335547614781,1.1009730626857273
425,0.6064056513595635,1.100793768110014
426,0.6057656169640191,1.1007284094156704
427,0.6050002032696419,1.1006562171473393
428,0.6042513010690234,1.1005622218060818
429,0.603586431549154,1.100416664395511
430,0.6029087751966745,1.1003956995766515
431,0.6020957369406623,1.1001286257239484
432,0.6012862506436005,1.100164903133174
433,0.6004824689596987,1.1000810421981577
434,0.5997029129060621,1.0999189742032935
435,0.5990690905954611,1.099745988101673
436,0.5981916302328204,1.099598307330232
437,0.5974586856624385,1.0994369560802357
438,0.5966842886117595,1.0992455631715663
439,0.595883912987937,1.0990553899979647
440,0.5950131095916105,1.0989398470205682
441,0.5941655032575208,1.0988294568762125
442,0.5934585266763239,1.098700289223472
443,0.5926256599492967,1.0986751495469849
444,0.5920558759595169,1.0985474957470975
445,0.5914273389533506,1.0983884099191654
446,0.5906844880947957,1.0981573072273043
447,0.5900768323532665,1.098022757502842
448,0.5892753588771814,1.0978584386695378
449,0.5886015602465661,1.0976097269432166
450,0.5878316106109689,1.097448810127941
451,0.5870053711899217,1.0971456553523453
452,0.5864197839359677,1.0970726064434502
453,0.5858150055868414,1.0968550842089588
454,0.5850860822501958,1.0968807175644657
455,0.5845122546449937,1.0967447534419168
456,0.5838350681477598,1.0965922722170847
457,0.5830157257239864,1.09645420090796
458,0.582324665318952,1.0963828289672197
459,0.5814174340517849,1.0961289866413275
460,0.5807463045890146,1.096060545086393
461,0.5801874243755382,1.0960595626713538
462,0.5795465531464307,1.0959476937215942
463,0.5786886232042553,1.0958775703290706
464,0.5781084356005641,1.0957486956765479
465,0.5774840939869681,1.095741906796056
466,0.5767246231260806,1.0955845529933559
467,0.575900041610071,1.0954492549217587
468,0.5750358522418788,1.0953651352764422
469,0.574408740655437,1.095164216126549
470,0.5736376206834516,1.0950108953965316
471,0.5728956430063508,1.0949463472745944
472,0.5720943909330166,1.09477284077726
473,0.5712465173815552,1.09458109634847
474,0.5705897264512461,1.094370893201698
475,0.5699418763497778,1.0943361620377299
476,0.5692835725939754,1.0943296811537782
477,0.568633919833366,1.0942651300587305
478,0.5677838510131339,1.0941806979579913
479,0.5670439128198098,1.0939945056807712
480,0.5662021613198862,1.0938781923299106
481,0.5655343195332855,1.0937966258509366
482,0.5649917192556818,1.0938321915557323
483,0.564399240081654,1.0937952926371481
484,0.5638314042222297,1.0937493391665594
485,0.5631142123984147,1.0935825398455732
486,0.5624856666958373,1.0935611149014541
487,0.5618572543595941,1.093591004527516
488,0.5611882485263243,1.0933700940078583
489,0.5604760718578299,1.0931533347849751
490,0.5599265707383736,1.0930490196321556
491,0.559210897914845,1.0929307214769506
492,0.5585971781126684,1.0929061867832501
493,0.5579510699097867,1.0928036784645634
494,0.5573614518984642,1.0928042448336126
495,0.5566745345527874,1.0927267758887058
496,0.5559911633788526,1.092664132228706
497,0.5554170892266571,1.0925400648178762
498,0.5547685862100712,1.0924243263694615
499,0.5540083552516376,1.0921974911827899
500,0.5533275175206361,1.0921526303118265
501,0.5526493970244644,1.0919616834384023
502,0.5520251144819274,1.0920025530260575
503,0.5513627485147561,1.0918382156351012
